"N_total","T_total","predictor.type","outcome.type","sdX.within","sdX.between","g.00","g.01","g.10","sd.u0","sd.u1","sd.e","true_cluster_means","l1_X","g.exchangeable1_X","g.ar11_X","g.independence1_X","l2_X.cent","g.exchangeable2_X.cent","g.ar12_X.cent","g.independence2_X.cent","l3a_X.cent","g.exchangeable3_X.cent","g.ar13_X.cent","g.independence3_X.cent","l3a_X.cluster.means","g.exchangeable3_X.cluster.means","g.ar13_X.cluster.means","g.independence3_X.cluster.means","l4_X","g.exchangeable4_X","g.ar14_X","g.independence4_X","l4_X.cluster.means","g.exchangeable4_X.cluster.means","g.ar14_X.cluster.means","g.independence4_X.cluster.means","l1_success","l2_success","l3a_success","l4_success","g.independence1_success","g.exchangeable1_success","g.ar11_success","g.independence2_success","g.exchangeable2_success","g.ar12_success","g.independence3_success","g.ar13_success","g.independence4_success","g.exchangeable4_success","g.ar14_success"
100,5,"continuous","continuous",1,1,0,3,1.5,3,0,1,FALSE,1.545,1.545,1.519,2.995,1.503,1.503,1.502,1.503,1.503,1.503,1.502,1.503,3.999,3.999,3.999,3.999,1.503,1.503,1.502,1.503,2.496,2.496,2.497,2.496,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","continuous",1,1,0,3,1.5,3,0,1,FALSE,1.541,1.541,1.517,2.992,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,4.001,4.001,4,4.001,1.5,1.5,1.5,1.5,2.501,2.501,2.5,2.501,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","continuous",1,1,0,3,1.5,3,0,1,FALSE,1.517,1.517,1.503,2.979,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,4.214,4.214,4.215,4.214,1.499,1.499,1.499,1.499,2.715,2.715,2.716,2.715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","continuous",1,1,0,3,1.5,3,0,1,FALSE,1.518,1.518,1.504,2.994,1.499,1.499,1.5,1.499,1.499,1.499,1.5,1.499,4.227,4.227,4.226,4.227,1.499,1.499,1.5,1.499,2.728,2.728,2.726,2.728,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","continuous",1,1,0,3,1.5,3,0,1,FALSE,1.508,1.508,1.5,2.979,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,4.341,4.341,4.341,4.341,1.499,1.499,1.499,1.499,2.841,2.841,2.842,2.841,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","continuous",1,1,0,3,1.5,3,0,1,FALSE,1.509,1.509,1.501,2.992,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,4.357,4.357,4.357,4.357,1.5,1.5,1.5,1.5,2.857,2.857,2.857,2.857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","continuous",1,3,0,3,1.5,3,0,1,FALSE,1.575,1.575,1.53,4.188,1.498,1.498,1.499,1.498,1.498,1.498,1.499,1.498,4.431,4.431,4.43,4.431,1.498,1.498,1.499,1.498,2.932,2.932,2.931,2.932,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","continuous",1,3,0,3,1.5,3,0,1,FALSE,1.577,1.577,1.53,4.193,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,4.43,4.43,4.43,4.43,1.499,1.499,1.499,1.499,2.931,2.931,2.931,2.931,1,1,1,0.999,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","continuous",1,3,0,3,1.5,3,0,1,FALSE,1.533,1.533,1.507,4.188,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,4.464,4.464,4.464,4.464,1.5,1.5,1.5,1.5,2.964,2.964,2.964,2.964,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","continuous",1,3,0,3,1.5,3,0,1,FALSE,1.534,1.534,1.507,4.195,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,4.465,4.465,4.465,4.465,1.5,1.5,1.5,1.5,2.965,2.965,2.965,2.965,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","continuous",1,3,0,3,1.5,3,0,1,FALSE,1.515,1.515,1.5,4.195,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,4.485,4.485,4.485,4.485,1.499,1.499,1.499,1.499,2.986,2.986,2.986,2.986,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","continuous",1,3,0,3,1.5,3,0,1,FALSE,1.516,1.516,1.502,4.196,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,4.483,4.483,4.483,4.483,1.5,1.5,1.5,1.5,2.983,2.983,2.983,2.983,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
