"N_total","T_total","predictor.type","outcome.type","sdX.within","sdX.between","g.00","sd.u0","sd.u1","sd.e","true_cluster_means","l1_X","g.exchangeable1_X","g.ar11_X","g.independence1_X","l2_X.cent","g.exchangeable2_X.cent","g.ar12_X.cent","g.independence2_X.cent","l3a_X.cent","g.exchangeable3_X.cent","g.ar13_X.cent","g.independence3_X.cent","l3a_X.cluster.means","g.exchangeable3_X.cluster.means","g.ar13_X.cluster.means","g.independence3_X.cluster.means","l4_X","g.exchangeable4_X","g.ar14_X","g.independence4_X","l4_X.cluster.means","g.exchangeable4_X.cluster.means","g.ar14_X.cluster.means","g.independence4_X.cluster.means","l1_success","l2_success","l3a_success","l4_success","g.independence1_success","g.exchangeable1_success","g.ar11_success","g.independence2_success","g.exchangeable2_success","g.ar12_success","g.independence3_success","g.ar13_success","g.independence4_success","g.exchangeable4_success","g.ar14_success"
100,5,"binary","continuous",1,1,0,1,0,1,FALSE,1.602,1.602,1.566,2.027,1.506,1.506,1.508,1.506,1.506,1.506,1.508,1.506,3.049,3.049,3.055,3.049,1.506,1.506,1.508,1.506,1.543,1.543,1.547,1.543,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,1,0,1,0,1,FALSE,1.594,1.594,1.556,2.017,1.499,1.499,1.5,1.499,1.499,1.499,1.5,1.499,3.033,3.033,3.034,3.033,1.499,1.499,1.5,1.499,1.534,1.534,1.534,1.534,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,1,0,1,0,1,FALSE,1.543,1.543,1.512,2.012,1.497,1.497,1.497,1.497,1.497,1.497,1.497,1.497,3.527,3.527,3.528,3.527,1.497,1.497,1.497,1.497,2.03,2.03,2.031,2.03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,1,0,1,0,1,FALSE,1.547,1.547,1.513,2.019,1.5,1.5,1.499,1.5,1.5,1.5,1.499,1.5,3.538,3.538,3.544,3.538,1.5,1.5,1.499,1.5,2.038,2.038,2.045,2.038,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,1,0,1,0,1,FALSE,1.523,1.523,1.503,2.027,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.96,3.96,3.965,3.96,1.5,1.5,1.5,1.5,2.46,2.46,2.465,2.46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,1,0,1,0,1,FALSE,1.522,1.522,1.503,2.02,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,3.932,3.932,3.926,3.932,1.499,1.499,1.499,1.499,2.433,2.433,2.427,2.433,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,3,0,1,0,1,FALSE,2.696,2.234,2.354,2.625,1.493,1.019,1.017,0.977,1.505,1.349,1.349,1.359,4.091,3.553,3.552,3.553,1.505,1.349,1.349,1.359,2.586,2.203,2.203,2.194,0.998,0.994,0.998,0.997,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,3,0,1,0,1,FALSE,2.694,2.223,2.357,2.623,1.49,1.016,1.014,0.971,1.496,1.342,1.344,1.351,4.075,3.528,3.529,3.53,1.496,1.342,1.344,1.351,2.579,2.186,2.185,2.179,0.999,0.998,0.999,0.999,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,3,0,1,0,1,FALSE,2.459,1.897,2.24,2.622,1.504,1.01,1.013,0.97,1.507,1.343,1.349,1.351,4.323,3.757,3.759,3.759,1.507,1.343,1.349,1.351,2.816,2.414,2.41,2.407,1,0.998,0.999,0.999,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,3,0,1,0,1,FALSE,2.432,1.875,2.233,2.592,1.496,1.01,1.009,0.969,1.499,1.334,1.338,1.344,4.271,3.698,3.701,3.702,1.499,1.334,1.338,1.344,2.772,2.363,2.363,2.358,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,3,0,1,0,1,FALSE,2.163,1.595,2.155,2.604,1.504,1.015,1,0.981,1.514,1.349,1.352,1.358,4.393,3.83,3.838,3.84,1.514,1.349,1.352,1.358,2.879,2.481,2.486,2.482,0.994,0.805,0.997,0.997,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,3,0,1,0,1,FALSE,2.14,1.569,2.169,2.597,1.499,1,0.99,0.964,1.492,1.326,1.33,1.335,4.398,3.823,3.835,3.839,1.492,1.326,1.33,1.335,2.905,2.497,2.505,2.504,1,0.783,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,3,0,1,0,1,FALSE,2.883,1.364,1.175,2.202,1.327,0.179,0.181,0.179,1.616,1.159,432581708455.325,1.167,4.803,3.429,1383892054810.43,3.448,1.615,1.159,432581537529.379,1.167,3.183,2.27,951310477423.254,2.281,0.958,0.934,0.977,0.977,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,3,0,1,0,1,FALSE,2.79,1.319,1.04,2.166,1.177,0.176,0.175,0.176,1.552,1.118,1.119,1.124,4.631,3.335,3.344,3.355,1.553,1.118,1.119,1.124,3.081,2.216,2.225,2.231,0.951,0.943,0.987,0.99,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,3,0,1,0,1,FALSE,2.48,0.76,0.501,2.175,1.388,0.176,11612639521393.3,0.176,1.543,1.222,197389874598.327,1.231,4.642,3.67,508545124811.458,3.698,1.543,1.222,194571568191.261,1.231,3.099,2.447,313740882109.117,2.467,0.971,0.911,0.994,0.995,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,3,0,1,0,1,FALSE,2.442,0.753,0.421,2.154,1.316,0.177,9029698247169.95,0.177,1.517,1.2,1.204,1.207,4.54,3.585,3.605,3.613,1.517,1.2,1.204,1.207,3.023,2.385,2.401,2.406,0.994,0.916,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,3,0,1,0,1,FALSE,2.158,0.48,0.365,2.169,1.435,0.176,6917847718459.39,0.176,1.52,1.271,1.276,1.279,4.559,3.803,3.828,3.834,1.521,1.271,1.276,1.279,3.039,2.532,2.552,2.555,0.997,0.93,0.993,0.991,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,3,0,1,0,1,FALSE,2.139,0.468,0.313,2.153,1.404,0.177,4151036857773.36,0.177,1.511,1.254,1.26,1.262,4.53,3.748,3.777,3.784,1.511,1.254,1.26,1.262,3.02,2.494,2.517,2.522,1,0.907,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,3,0,1,0,1,FALSE,1.87,1.87,1.701,3.117,1.502,1.502,1.505,1.502,1.502,1.502,1.505,1.502,4.06,4.06,4.06,4.06,1.502,1.502,1.505,1.502,2.558,2.558,2.556,2.558,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,3,0,1,0,1,FALSE,1.863,1.863,1.692,3.12,1.501,1.501,1.5,1.501,1.501,1.501,1.5,1.501,4.067,4.067,4.068,4.067,1.501,1.501,1.5,1.501,2.566,2.566,2.568,2.566,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,3,0,1,0,1,FALSE,1.674,1.674,1.544,3.117,1.503,1.503,1.498,1.503,1.503,1.503,1.498,1.503,4.274,4.274,4.276,4.274,1.503,1.503,1.498,1.503,2.772,2.772,2.778,2.772,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,3,0,1,0,1,FALSE,1.668,1.668,1.544,3.112,1.498,1.498,1.498,1.498,1.498,1.498,1.498,1.498,4.259,4.259,4.262,4.259,1.498,1.498,1.498,1.498,2.762,2.762,2.764,2.762,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,3,0,1,0,1,FALSE,1.581,1.581,1.513,3.117,1.498,1.498,1.501,1.498,1.498,1.498,1.501,1.498,4.38,4.38,4.38,4.38,1.498,1.498,1.501,1.498,2.882,2.882,2.878,2.882,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,3,0,1,0,1,FALSE,1.583,1.583,1.512,3.118,1.501,1.501,1.501,1.501,1.501,1.501,1.501,1.501,4.376,4.376,4.378,4.376,1.501,1.501,1.501,1.501,2.875,2.875,2.877,2.875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,0,0,3,0,1,FALSE,1.49,0.703,0.702,0.711,1.487,0.701,0.701,0.703,1.481,0.704,0.704,0.704,1.664,0.754,0.753,0.756,1.479,0.704,0.704,0.704,0.18,0.05,0.049,0.052,0.981,0.977,0.989,0.993,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,0,0,3,0,1,FALSE,1.471,0.697,0.697,0.696,1.472,0.698,0.697,0.7,1.47,0.699,0.698,0.699,1.497,0.69,0.694,0.692,1.469,0.699,0.698,0.699,0.027,-0.009,-0.004,-0.007,0.998,0.996,0.999,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,0,0,3,0,1,FALSE,1.473,0.698,0.699,0.701,1.47,0.698,0.699,0.7,1.474,0.702,3097645116298.89,0.702,1.646,0.728,405355843628.279,0.732,1.475,0.702,3097645116298.9,0.702,0.213,0.026,-2692289272670.81,0.03,0.692,0.668,0.839,0.819,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,0,0,3,0,1,FALSE,1.469,0.696,0.698,0.697,1.466,0.696,0.698,0.698,1.479,0.698,0.7,0.698,1.592,0.702,0.713,0.704,1.476,0.698,0.7,0.698,0.139,0.004,0.014,0.006,0.675,0.555,0.778,0.769,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,0,0,3,0,1,FALSE,1.493,0.698,0.7,0.697,1.493,0.698,4525225311871.16,0.699,1.494,0.702,163223713802390,0.702,1.441,0.674,3.33109834928912e+26,0.682,1.494,0.702,-1570348375126673,0.702,-0.055,-0.028,-1.76255342474686e+28,-0.02,0.998,1,0.995,0.994,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,0,0,3,0,1,FALSE,1.491,0.698,0.698,0.701,1.49,0.697,0.697,0.698,1.49,0.699,59014993453496.3,0.699,1.616,0.766,9442893345738.09,0.772,1.49,0.699,65426604249235,0.699,0.126,0.067,-40887365190630.2,0.073,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,0,0,3,0,1,FALSE,1.486,0.705,0.707,0.709,1.482,0.689,0.69,0.689,1.484,0.709,872148366713.736,0.709,1.551,0.722,531151292977.913,0.726,1.484,0.709,872148366713.734,0.709,0.067,0.013,-340997073735.824,0.017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,0,0,3,0,1,FALSE,1.484,0.71,0.711,0.71,1.481,0.694,0.695,0.694,1.483,0.712,0.713,0.712,1.508,0.706,0.705,0.712,1.483,0.712,0.713,0.712,0.025,-0.006,-0.008,-0.001,1,0.999,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,0,0,3,0,1,FALSE,1.505,0.71,0.709,0.707,1.506,0.703,0.702,0.703,1.506,0.714,28735479066681.2,0.714,1.456,0.683,32209371447374.3,0.688,1.506,0.714,29128008628040.2,0.714,-0.05,-0.031,2605908937673.38,-0.026,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,0,0,3,0,1,FALSE,1.493,0.705,0.705,0.705,1.493,0.697,0.697,0.697,1.493,0.707,5192027264471.65,0.707,1.505,0.705,7310175650663.7,0.709,1.493,0.707,7357940225252.62,0.707,0.012,-0.002,1714948548868.87,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,0,0,3,0,1,FALSE,1.479,0.706,1462734227145.24,0.708,1.481,0.702,-285489868440.35,0.703,1.486,1798467102409.87,230375109915370,0.71,1.488,2541846611808.1,190799179233913,0.732,1.485,1798467102409.18,223969501836800,0.71,-0.017,743379509349.781,-21429595313342.5,0.022,0.864,0.882,0.911,0.901,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,0,0,3,0,1,FALSE,1.489,0.705,0.705,0.703,1.49,0.701,0.701,0.701,1.49,0.707,148051573800890,0.707,1.389,0.663,104986628228098,0.67,1.49,0.707,143272667664429,0.707,-0.093,-0.044,-45668217288317.9,-0.037,0.897,0.919,0.927,0.93,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,0,0,3,0,1,FALSE,1.496,1.496,1.499,1.494,1.496,1.496,1.499,1.496,1.496,1.496,1.499,1.496,1.496,1.496,1.495,1.496,1.496,1.496,1.499,1.496,0,0,-0.005,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,0,0,3,0,1,FALSE,1.499,1.499,1.5,1.503,1.499,1.499,1.5,1.499,1.499,1.499,1.5,1.499,1.516,1.516,1.515,1.516,1.499,1.499,1.5,1.499,0.018,0.018,0.015,0.018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,0,0,3,0,1,FALSE,1.502,1.502,1.501,1.503,1.502,1.502,1.501,1.502,1.502,1.502,1.501,1.502,1.515,1.515,1.502,1.515,1.502,1.502,1.501,1.502,0.013,0.013,0.001,0.013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,0,0,3,0,1,FALSE,1.502,1.502,1.501,1.499,1.502,1.502,1.501,1.502,1.502,1.502,1.501,1.502,1.468,1.468,1.479,1.468,1.502,1.502,1.501,1.502,-0.034,-0.034,-0.022,-0.034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,0,0,3,0,1,FALSE,1.5,1.5,1.5,1.496,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.408,1.408,1.379,1.408,1.5,1.5,1.5,1.5,-0.092,-0.092,-0.121,-0.092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,0,0,3,0,1,FALSE,1.5,1.5,1.501,1.503,1.5,1.5,1.501,1.5,1.5,1.5,1.501,1.5,1.569,1.569,1.572,1.569,1.5,1.5,1.501,1.5,0.069,0.069,0.071,0.069,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,1,0,3,0,1,FALSE,1.492,0.705,0.71,0.708,1.492,0.705,0.71,0.707,1.481,0.707,0.713,0.707,1.572,0.717,0.71,0.718,1.48,0.707,0.713,0.707,0.093,0.01,-0.002,0.011,0.981,0.967,0.983,0.987,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,1,0,3,0,1,FALSE,1.477,0.697,0.696,0.704,1.477,0.695,0.694,0.698,1.467,0.696,0.696,0.696,1.582,0.724,0.728,0.724,1.467,0.696,0.696,0.696,0.115,0.028,0.032,0.028,0.993,0.986,0.997,0.997,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,1,0,3,0,1,FALSE,1.478,0.696,0.696,0.704,1.461,0.695,0.695,0.698,1.475,0.698,0.698,0.698,1.662,0.735,0.719,0.737,1.47,0.698,0.698,0.698,0.2,0.037,0.021,0.039,0.715,0.699,0.871,0.874,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,1,0,3,0,1,FALSE,1.483,0.699,0.699,0.696,1.455,0.699,0.699,0.702,1.484,0.701,0.701,0.701,1.586,0.689,0.692,0.689,1.489,0.701,0.701,0.701,0.083,-0.012,-0.009,-0.012,0.739,0.64,0.773,0.781,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,1,0,3,0,1,FALSE,1.488,0.7,0.701,0.696,1.488,0.7,2338022705113.11,0.703,1.488,0.703,42957977831713.8,0.703,1.434,0.684,90025403951557.2,0.688,1.488,0.703,-63698682800055.2,0.703,-0.056,-0.019,7.43899798069475e+25,-0.015,0.998,0.999,0.988,0.986,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,1,0,3,0,1,FALSE,1.49,0.693,0.693,0.688,1.49,0.694,0.693,0.696,1.49,0.695,23486665305171.7,0.695,1.441,0.67,16515521194541.1,0.671,1.49,0.695,23175762672331,0.695,-0.051,-0.025,-11116649948729.9,-0.024,1,1,0.997,0.996,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,1,0,3,0,1,FALSE,1.496,0.715,0.713,0.722,1.465,0.634,0.632,0.634,1.482,0.719,0.717,0.72,1.551,0.719,0.72,0.729,1.482,0.719,0.717,0.72,0.068,0,0.002,0.009,1,1,0.987,0.988,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,1,0,3,0,1,FALSE,1.487,0.714,0.713,0.719,1.46,0.633,0.633,0.633,1.476,0.716,0.716,0.717,1.533,0.713,0.711,0.721,1.476,0.716,0.716,0.717,0.057,-0.003,-0.005,0.004,1,1,0.997,0.997,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,1,0,3,0,1,FALSE,1.506,0.718,0.719,0.726,1.499,0.642,0.643,0.643,1.502,0.721,12565543709821.6,0.723,1.548,0.721,14722359794402,0.733,1.502,0.721,12473377699908.6,0.723,0.046,-0.001,1915440161342.66,0.01,1,0.999,0.999,0.999,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,1,0,3,0,1,FALSE,1.494,0.713,0.713,0.717,1.488,0.639,0.64,0.639,1.491,0.715,3168967991641.3,0.717,1.521,0.702,2793543745739.85,0.719,1.491,0.715,3168967991645.86,0.717,0.03,-0.013,-375424245865.234,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,1,0,3,0,1,FALSE,1.51,0.712,2723767967426.6,0.716,1.481,0.643,0.643,0.643,1.509,569150387943.81,39628347153408,0.718,1.562,742334632188.529,34088398722381.9,0.719,1.503,569150387943.814,38512398575225.6,0.718,0.046,173184244244.712,-4258962833923.41,0,0.621,0.821,0.812,0.859,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,1,0,3,0,1,FALSE,1.499,0.712,0.712,0.714,1.486,0.642,0.643,0.642,1.499,0.713,11621680550351.9,0.716,1.56,0.691,9279417080196.23,0.715,1.499,0.713,11543459133846.6,0.716,0.054,-0.022,-2506305242671.15,-0.001,0.49,0.83,0.801,0.82,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,1,0,3,0,1,FALSE,1.5,1.5,1.504,1.498,1.5,1.5,1.504,1.5,1.5,1.5,1.504,1.5,1.488,1.488,1.493,1.488,1.5,1.5,1.504,1.5,-0.012,-0.012,-0.011,-0.012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,1,0,3,0,1,FALSE,1.494,1.494,1.495,1.494,1.495,1.495,1.495,1.495,1.495,1.495,1.495,1.495,1.496,1.496,1.493,1.496,1.495,1.495,1.495,1.495,0.002,0.002,-0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,1,0,3,0,1,FALSE,1.502,1.502,1.502,1.528,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.596,1.596,1.596,1.596,1.502,1.502,1.502,1.502,0.094,0.094,0.094,0.094,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,1,0,3,0,1,FALSE,1.5,1.5,1.497,1.491,1.5,1.5,1.497,1.5,1.5,1.5,1.497,1.5,1.464,1.464,1.46,1.464,1.5,1.5,1.497,1.5,-0.036,-0.036,-0.037,-0.036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,1,0,3,0,1,FALSE,1.502,1.502,1.503,1.492,1.502,1.502,1.503,1.502,1.502,1.502,1.503,1.502,1.45,1.45,1.461,1.45,1.502,1.502,1.503,1.502,-0.052,-0.052,-0.042,-0.052,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,1,0,3,0,1,FALSE,1.501,1.501,1.5,1.496,1.501,1.501,1.5,1.501,1.501,1.501,1.5,1.501,1.479,1.479,1.477,1.479,1.501,1.501,1.5,1.501,-0.022,-0.022,-0.022,-0.022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,3,0,3,0,1,FALSE,1.518,0.703,0.701,0.696,1.527,0.709,0.706,0.712,1.507,0.711,0.707,0.711,1.549,0.689,0.684,0.69,1.508,0.711,0.707,0.711,0.043,-0.021,-0.024,-0.021,0.969,0.929,0.971,0.968,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,3,0,3,0,1,FALSE,1.505,0.705,0.709,0.703,1.52,0.706,0.71,0.709,1.491,0.707,0.711,0.707,1.553,0.701,0.702,0.701,1.492,0.707,0.711,0.707,0.062,-0.006,-0.009,-0.006,0.992,0.94,0.992,0.991,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,3,0,3,0,1,FALSE,1.495,0.699,0.69,0.715,1.426,0.696,0.689,0.7,1.472,0.698,0.692,0.698,1.657,0.731,0.724,0.731,1.468,0.698,0.692,0.698,0.182,0.033,0.033,0.033,0.806,0.753,0.876,0.893,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,3,0,3,0,1,FALSE,1.498,0.698,0.698,0.7,1.463,0.698,0.697,0.702,1.481,0.699,0.698,0.699,1.568,0.701,0.706,0.701,1.484,0.699,0.698,0.699,0.084,0.002,0.007,0.002,0.774,0.779,0.848,0.877,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,3,0,3,0,1,FALSE,1.485,0.694,0.694,0.7,1.486,0.693,2217865930636.05,0.698,1.484,0.696,12543080856747.8,0.696,1.501,0.705,33684114029080.1,0.707,1.486,0.696,12484159573323.4,0.696,0.001,0.009,22579218426513.5,0.011,0.997,1,0.982,0.967,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,3,0,3,0,1,FALSE,1.497,0.699,0.699,0.706,1.496,0.698,1359068775692.14,0.703,1.495,0.7,211938187213.187,0.7,1.529,0.712,1950838273853.97,0.713,1.495,0.7,211938187213.189,0.7,0.026,0.012,1738900086640.66,0.013,0.999,1,0.995,0.988,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,3,0,3,0,1,FALSE,1.559,0.748,0.746,0.761,1.399,0.424,0.423,0.424,1.562,0.754,0.753,0.758,1.617,0.755,0.756,0.764,1.56,0.754,0.753,0.758,0.058,0.001,0.003,0.006,0.939,0.95,0.941,0.942,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,3,0,3,0,1,FALSE,1.542,0.743,0.74,0.753,1.382,0.424,0.423,0.424,1.538,0.75,0.747,0.754,1.58,0.743,0.74,0.754,1.537,0.75,0.747,0.754,0.042,-0.007,-0.007,0,0.972,0.976,0.91,0.912,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,3,0,3,0,1,FALSE,1.527,0.74,0.734,0.759,1.473,0.426,1762564798157.36,0.426,1.51,0.748,1419440311711.17,0.757,1.547,0.741,1442852546554.96,0.761,1.511,0.748,1350087443387.96,0.757,0.036,-0.007,98648582733.698,0.004,1,0.85,0.926,0.93,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,3,0,3,0,1,FALSE,1.517,0.736,0.73,0.752,1.461,0.424,0.423,0.424,1.501,0.742,0.737,0.751,1.533,0.733,0.726,0.753,1.501,0.742,0.737,0.751,0.033,-0.009,-0.011,0.003,1,0.865,0.928,0.927,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,3,0,3,0,1,FALSE,1.513,0.737,0.728,0.763,1.462,0.425,237086774870353,0.425,1.505,0.745,2264832375933.16,0.759,1.532,0.731,2127690975810.48,0.765,1.505,0.745,2264832375975.93,0.759,0.029,-0.014,-137141399947.872,0.006,1,0.804,0.979,0.981,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,3,0,3,0,1,FALSE,1.511,0.727,0.721,0.748,1.472,0.424,236682114976674,0.424,1.504,0.733,0.723,0.747,1.526,0.713,0.691,0.749,1.504,0.733,0.723,0.747,0.023,-0.021,-0.032,0.002,1,0.915,0.995,0.996,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,3,0,3,0,1,FALSE,1.496,1.496,1.497,1.489,1.496,1.496,1.498,1.496,1.496,1.496,1.498,1.496,1.482,1.482,1.475,1.482,1.496,1.496,1.498,1.496,-0.014,-0.014,-0.023,-0.014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,3,0,3,0,1,FALSE,1.493,1.493,1.494,1.499,1.493,1.493,1.493,1.493,1.493,1.493,1.493,1.493,1.502,1.502,1.502,1.502,1.493,1.493,1.493,1.493,0.009,0.009,0.008,0.009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,3,0,3,0,1,FALSE,1.504,1.503,1.504,1.501,1.503,1.503,1.504,1.503,1.503,1.503,1.504,1.503,1.5,1.5,1.499,1.5,1.503,1.503,1.504,1.503,-0.004,-0.004,-0.005,-0.004,0.999,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,3,0,3,0,1,FALSE,1.502,1.502,1.502,1.513,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.522,1.522,1.523,1.522,1.502,1.502,1.502,1.502,0.02,0.02,0.021,0.02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,3,0,3,0,1,FALSE,1.502,1.502,1.502,1.515,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.525,1.525,1.527,1.525,1.502,1.502,1.502,1.502,0.023,0.023,0.025,0.023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,3,0,3,0,1,FALSE,1.502,1.502,1.502,1.491,1.503,1.503,1.502,1.503,1.503,1.503,1.502,1.503,1.482,1.482,1.482,1.482,1.503,1.503,1.502,1.503,-0.02,-0.02,-0.021,-0.02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,1,0,3,0,1,FALSE,1.516,0.717,0.715,0.787,1.471,0.695,0.7,0.698,1.461,0.7,0.705,0.7,2.109,0.97,0.977,0.971,1.463,0.7,0.705,0.7,0.651,0.271,0.272,0.271,0.992,0.988,0.991,0.988,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,1,0,3,0,1,FALSE,1.525,0.726,0.72,0.788,1.483,0.707,0.706,0.71,1.479,0.71,0.71,0.71,2.077,0.945,0.948,0.945,1.479,0.71,0.71,0.71,0.597,0.235,0.238,0.234,1,0.999,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,1,0,3,0,1,FALSE,1.531,0.719,0.716,0.795,1.504,0.707,0.71,0.711,1.496,0.714,1390217847440.87,0.714,2.324,1.046,-4437293012284.29,1.05,1.495,0.714,1390217847440.85,0.714,0.82,0.332,-5827510859725.16,0.337,0.889,0.852,0.952,0.951,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,1,0,3,0,1,FALSE,1.52,0.713,0.705,0.785,1.499,0.702,0.699,0.706,1.495,0.707,0.704,0.707,2.263,1.023,1.026,1.023,1.496,0.707,0.704,0.707,0.775,0.316,0.321,0.316,0.954,0.867,0.971,0.964,1,1,1,1,1,1,1,1,1,1,1
