"N_total","T_total","predictor.type","outcome.type","sdX.within","sdX.between","g.00","sd.u0","sd.u1","sd.e","true_cluster_means","l1_X","g.exchangeable1_X","g.ar11_X","g.independence1_X","l2_X.cent","g.exchangeable2_X.cent","g.ar12_X.cent","g.independence2_X.cent","l3a_X.cent","g.exchangeable3_X.cent","g.ar13_X.cent","g.independence3_X.cent","l3a_X.cluster.means","g.exchangeable3_X.cluster.means","g.ar13_X.cluster.means","g.independence3_X.cluster.means","l4_X","g.exchangeable4_X","g.ar14_X","g.independence4_X","l4_X.cluster.means","g.exchangeable4_X.cluster.means","g.ar14_X.cluster.means","g.independence4_X.cluster.means","l1_success","l2_success","l3a_success","l4_success","g.independence1_success","g.exchangeable1_success","g.ar11_success","g.independence2_success","g.exchangeable2_success","g.ar12_success","g.independence3_success","g.ar13_success","g.independence4_success","g.exchangeable4_success","g.ar14_success"
100,5,"binary","binary",1,1,0,1,0,1,FALSE,1.513,1.268,1.266,1.265,1.559,1.273,1.273,1.28,1.519,1.276,1.275,1.276,1.496,1.257,1.257,1.257,1.517,1.276,1.275,1.276,-0.016,-0.019,-0.018,-0.019,0.92,0.891,0.92,0.918,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,1,0,1,0,1,FALSE,1.509,1.258,1.257,1.258,1.547,1.258,1.258,1.265,1.508,1.26,1.258,1.26,1.518,1.261,1.262,1.261,1.509,1.26,1.258,1.26,0.007,0.002,0.003,0.002,0.885,0.861,0.89,0.891,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,1,0,1,0,1,FALSE,1.484,1.259,1.258,1.257,1.506,1.26,1.262,1.27,1.487,1.263,1.263,1.263,1.454,1.248,1.249,1.248,1.489,1.263,1.263,1.263,-0.03,-0.015,-0.014,-0.016,0.943,0.959,0.932,0.942,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,1,0,1,0,1,FALSE,1.485,1.255,1.257,1.258,1.506,1.252,1.256,1.262,1.485,1.254,1.255,1.255,1.495,1.275,1.276,1.276,1.484,1.254,1.255,1.255,0.012,0.021,0.021,0.021,0.944,0.975,0.957,0.957,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,1,0,1,0,1,FALSE,1.498,1.259,1.26,1.26,1.506,1.255,1.259,1.267,1.497,1.26,1.26,1.26,1.51,1.275,1.274,1.274,1.497,1.26,1.26,1.26,0.014,0.015,0.014,0.014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,1,0,1,0,1,FALSE,1.497,1.256,1.255,1.255,1.506,1.253,1.257,1.264,1.497,1.257,1.257,1.257,1.493,1.255,1.256,1.256,1.497,1.257,1.257,1.257,-0.004,-0.002,-0.001,-0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,1,0,1,0,1,FALSE,1.505,1.291,1.292,1.295,1.498,0.955,0.953,0.955,1.499,1.291,1.291,1.292,1.517,1.302,1.303,1.304,1.499,1.291,1.291,1.292,0.018,0.01,0.012,0.013,0.987,1,0.985,0.987,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,1,0,1,0,1,FALSE,1.495,1.281,1.282,1.283,1.497,0.953,0.954,0.952,1.495,1.282,1.283,1.283,1.498,1.283,1.284,1.286,1.495,1.282,1.283,1.283,0.003,0,0.001,0.003,0.997,1,0.995,0.997,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,1,0,1,0,1,FALSE,1.507,1.283,1.284,1.286,1.513,0.979,0.977,0.978,1.509,1.289,1.289,1.29,1.508,1.279,1.284,1.287,1.509,1.289,1.289,1.29,-0.001,-0.01,-0.005,-0.004,0.96,0.958,0.959,0.962,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,1,0,1,0,1,FALSE,1.504,1.281,1.283,1.285,1.505,0.972,0.972,0.971,1.502,1.283,1.284,1.284,1.507,1.281,1.285,1.288,1.502,1.283,1.284,1.284,0.005,-0.002,0.002,0.004,0.982,0.987,0.992,0.99,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,1,0,1,0,1,FALSE,1.503,1.283,1.286,1.287,1.505,0.987,0.989,0.987,1.501,1.286,1.288,1.288,1.494,1.278,1.287,1.29,1.501,1.286,1.288,1.288,-0.009,-0.008,-0.001,0.001,0.993,1,0.921,0.92,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,1,0,1,0,1,FALSE,1.503,1.281,1.284,1.285,1.504,0.987,0.987,0.987,1.502,1.284,1.286,1.286,1.495,1.272,1.283,1.285,1.502,1.284,1.286,1.286,-0.007,-0.012,-0.003,-0.001,1,1,0.965,0.965,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,1,0,1,0,1,FALSE,1.499,1.499,1.5,1.498,1.499,1.499,1.5,1.499,1.499,1.499,1.5,1.499,1.497,1.497,1.499,1.497,1.499,1.499,1.5,1.499,-0.002,-0.002,-0.001,-0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,1,0,1,0,1,FALSE,1.502,1.502,1.502,1.506,1.501,1.501,1.501,1.501,1.501,1.501,1.501,1.501,1.515,1.515,1.516,1.515,1.501,1.501,1.501,1.501,0.013,0.013,0.015,0.013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,1,0,1,0,1,FALSE,1.499,1.499,1.499,1.494,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.48,1.48,1.481,1.48,1.499,1.499,1.499,1.499,-0.019,-0.019,-0.019,-0.019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,1,0,1,0,1,FALSE,1.502,1.502,1.5,1.506,1.501,1.501,1.499,1.501,1.501,1.501,1.499,1.501,1.517,1.517,1.51,1.517,1.501,1.501,1.499,1.501,0.015,0.015,0.01,0.015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,1,0,1,0,1,FALSE,1.502,1.502,1.5,1.511,1.501,1.501,1.5,1.501,1.501,1.501,1.5,1.501,1.548,1.548,1.546,1.548,1.501,1.501,1.5,1.501,0.047,0.047,0.047,0.047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,1,0,1,0,1,FALSE,1.499,1.499,1.501,1.5,1.499,1.499,1.501,1.499,1.499,1.499,1.501,1.499,1.501,1.501,1.497,1.501,1.499,1.499,1.501,1.499,0.002,0.002,-0.004,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,3,0,1,0,1,FALSE,1.515,1.266,1.266,1.271,1.57,1.258,1.255,1.267,1.506,1.263,1.26,1.263,1.529,1.281,1.281,1.281,1.503,1.263,1.26,1.263,0.023,0.018,0.021,0.018,0.894,0.861,0.908,0.921,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,3,0,1,0,1,FALSE,1.514,1.261,1.26,1.26,1.588,1.26,1.261,1.269,1.513,1.264,1.263,1.264,1.521,1.259,1.258,1.26,1.513,1.264,1.263,1.264,0.005,-0.005,-0.005,-0.005,0.878,0.797,0.87,0.889,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,3,0,1,0,1,FALSE,1.488,1.267,1.267,1.266,1.539,1.265,1.27,1.281,1.495,1.271,1.272,1.271,1.477,1.267,1.268,1.266,1.498,1.271,1.272,1.271,-0.017,-0.004,-0.004,-0.005,0.916,0.975,0.922,0.936,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,3,0,1,0,1,FALSE,1.484,1.253,1.254,1.254,1.528,1.246,1.25,1.261,1.485,1.252,1.253,1.253,1.478,1.258,1.257,1.257,1.486,1.252,1.253,1.253,-0.007,0.006,0.004,0.005,0.96,0.998,0.953,0.957,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,3,0,1,0,1,FALSE,1.493,1.256,1.259,1.261,1.513,1.246,1.252,1.267,1.49,1.255,1.255,1.256,1.503,1.268,1.268,1.267,1.49,1.255,1.255,1.256,0.012,0.012,0.012,0.012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,3,0,1,0,1,FALSE,1.502,1.261,1.262,1.263,1.523,1.251,1.255,1.272,1.5,1.26,1.258,1.26,1.507,1.268,1.268,1.268,1.5,1.26,1.258,1.26,0.007,0.009,0.009,0.008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,3,0,1,0,1,FALSE,1.525,1.325,1.327,1.328,1.426,0.488,0.489,0.488,1.532,1.333,1.335,1.334,1.531,1.331,1.333,1.333,1.532,1.333,1.335,1.334,-0.001,-0.002,-0.002,-0.001,0.991,0.995,0.989,0.991,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,3,0,1,0,1,FALSE,1.512,1.311,1.313,1.314,1.418,0.489,0.491,0.489,1.516,1.319,1.32,1.32,1.515,1.314,1.316,1.317,1.516,1.319,1.32,1.32,-0.001,-0.004,-0.004,-0.003,0.999,0.995,0.998,0.998,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,3,0,1,0,1,FALSE,1.509,1.304,1.307,1.31,1.478,0.492,191846262628.068,0.493,1.514,1.314,1.315,1.319,1.51,1.306,1.31,1.312,1.514,1.314,1.315,1.319,-0.004,-0.009,-0.005,-0.006,0.997,0.963,0.998,0.997,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,3,0,1,0,1,FALSE,1.498,1.3,1.303,1.305,1.466,0.489,0.489,0.489,1.5,1.304,1.306,1.307,1.5,1.301,1.305,1.306,1.5,1.304,1.306,1.307,0,-0.003,-0.001,0,0.999,0.993,0.999,0.999,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,3,0,1,0,1,FALSE,1.506,1.302,1.31,1.312,1.461,0.491,126205241543980,0.491,1.502,1.303,1.307,1.308,1.51,1.306,1.313,1.315,1.502,1.303,1.307,1.308,0.009,0.002,0.006,0.006,0.984,0.749,0.995,0.994,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,3,0,1,0,1,FALSE,1.507,1.301,1.307,1.308,1.48,0.492,99672513055086.3,0.492,1.509,1.307,1.31,1.312,1.507,1.3,1.307,1.309,1.509,1.307,1.31,1.312,-0.002,-0.007,-0.003,-0.003,1,0.829,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,3,0,1,0,1,FALSE,1.5,1.5,1.503,1.499,1.501,1.501,1.504,1.501,1.501,1.501,1.504,1.501,1.497,1.497,1.498,1.497,1.501,1.501,1.504,1.501,-0.003,-0.003,-0.006,-0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,3,0,1,0,1,FALSE,1.499,1.499,1.501,1.5,1.499,1.499,1.501,1.499,1.499,1.499,1.501,1.499,1.501,1.501,1.502,1.501,1.499,1.499,1.501,1.499,0.002,0.002,0,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,3,0,1,0,1,FALSE,1.496,1.496,1.492,1.5,1.496,1.496,1.492,1.496,1.496,1.496,1.492,1.496,1.501,1.501,1.502,1.501,1.496,1.496,1.492,1.496,0.005,0.005,0.01,0.005,1,0.999,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,3,0,1,0,1,FALSE,1.497,1.497,1.498,1.494,1.498,1.498,1.498,1.498,1.498,1.498,1.498,1.498,1.491,1.491,1.492,1.491,1.498,1.498,1.498,1.498,-0.007,-0.007,-0.007,-0.007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,3,0,1,0,1,FALSE,1.499,1.499,1.499,1.505,1.498,1.498,1.499,1.498,1.498,1.498,1.499,1.498,1.51,1.51,1.509,1.51,1.498,1.498,1.499,1.498,0.012,0.012,0.01,0.012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,3,0,1,0,1,FALSE,1.503,1.503,1.502,1.501,1.503,1.503,1.502,1.503,1.503,1.503,1.502,1.503,1.5,1.5,1.499,1.5,1.503,1.503,1.502,1.503,-0.003,-0.003,-0.003,-0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,1,0,1,0,1,FALSE,1.618,1.379,1.393,1.43,1.541,1.259,1.258,1.264,1.505,1.292,1.29,1.293,2.017,1.723,1.725,1.723,1.504,1.292,1.29,1.293,0.513,0.431,0.435,0.43,0.971,0.971,0.973,0.974,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,1,0,1,0,1,FALSE,1.602,1.369,1.385,1.422,1.521,1.249,1.251,1.252,1.487,1.28,1.281,1.28,2.002,1.715,1.716,1.715,1.487,1.28,1.281,1.28,0.515,0.435,0.435,0.435,0.995,0.995,0.996,0.995,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,1,0,1,0,1,FALSE,1.603,1.344,1.383,1.428,1.521,1.254,1.26,1.262,1.514,1.288,1.291,1.288,2.257,1.866,1.867,1.868,1.513,1.288,1.291,1.288,0.739,0.578,0.577,0.58,0.717,0.632,0.8,0.813,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,1,0,1,0,1,FALSE,1.609,1.342,1.379,1.423,1.519,1.253,1.255,1.261,1.518,1.285,1.285,1.285,2.225,1.849,1.851,1.85,1.52,1.285,1.285,1.285,0.707,0.564,0.565,0.564,0.678,0.478,0.796,0.79,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,1,0,1,0,1,FALSE,1.542,1.31,1.369,1.418,1.501,1.243,1.249,1.254,1.492,1.278,1.279,1.279,2.293,1.96,1.962,1.962,1.492,1.278,1.279,1.279,0.801,0.682,0.683,0.683,1,1,0.999,0.999,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,1,0,1,0,1,FALSE,1.543,1.308,1.367,1.419,1.502,1.241,1.245,1.252,1.493,1.276,1.275,1.276,2.312,1.967,1.973,1.974,1.493,1.276,1.275,1.276,0.818,0.691,0.697,0.698,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,1,0,1,0,1,FALSE,1.848,1.491,1.538,1.635,1.5,0.755,0.754,0.755,1.518,1.286,1.286,1.288,2.351,1.988,1.992,1.996,1.518,1.286,1.286,1.288,0.833,0.701,0.706,0.708,0.997,1,0.994,0.993,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,1,0,1,0,1,FALSE,1.837,1.471,1.522,1.622,1.484,0.744,0.743,0.744,1.501,1.267,1.267,1.268,2.347,1.973,1.977,1.981,1.501,1.267,1.267,1.268,0.846,0.706,0.71,0.712,1,1,0.999,0.999,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,1,0,1,0,1,FALSE,1.764,1.377,1.503,1.627,1.509,0.759,0.757,0.759,1.512,1.287,1.287,1.289,2.431,2.06,2.067,2.07,1.512,1.287,1.287,1.289,0.919,0.773,0.78,0.782,1,1,0.993,0.994,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,1,0,1,0,1,FALSE,1.757,1.366,1.499,1.621,1.5,0.753,0.754,0.753,1.503,1.277,1.279,1.279,2.42,2.048,2.057,2.061,1.503,1.277,1.279,1.279,0.918,0.771,0.779,0.783,1,1,0.999,0.999,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,1,0,1,0,1,FALSE,1.678,1.269,1.482,1.62,1.494,0.765,0.764,0.765,1.51,1.286,1.289,1.291,2.467,2.086,2.104,2.109,1.51,1.286,1.289,1.291,0.96,0.8,0.815,0.818,0.59,0.926,0.94,0.93,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,1,0,1,0,1,FALSE,1.676,1.267,1.485,1.617,1.497,0.762,0.762,0.762,1.503,1.283,1.286,1.287,2.46,2.081,2.098,2.101,1.503,1.283,1.286,1.287,0.957,0.798,0.812,0.815,0.452,0.961,0.978,0.976,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,1,0,1,0,1,FALSE,1.539,1.539,1.526,1.675,1.499,1.499,1.5,1.499,1.499,1.499,1.5,1.499,2.021,2.021,2.026,2.021,1.499,1.499,1.5,1.499,0.522,0.522,0.526,0.522,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,1,0,1,0,1,FALSE,1.539,1.539,1.526,1.674,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.015,2.015,2.015,2.015,1.5,1.5,1.5,1.5,0.515,0.515,0.515,0.515,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,1,0,1,0,1,FALSE,1.519,1.519,1.507,1.667,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.157,2.157,2.156,2.157,1.5,1.5,1.5,1.5,0.657,0.657,0.657,0.657,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,1,0,1,0,1,FALSE,1.52,1.52,1.51,1.675,1.501,1.501,1.503,1.501,1.501,1.501,1.503,1.501,2.186,2.186,2.183,2.186,1.501,1.501,1.503,1.501,0.685,0.685,0.68,0.685,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,1,0,1,0,1,FALSE,1.512,1.512,1.504,1.676,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,2.315,2.315,2.31,2.315,1.502,1.502,1.502,1.502,0.813,0.813,0.808,0.813,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,1,0,1,0,1,FALSE,1.51,1.51,1.501,1.672,1.5,1.5,1.499,1.5,1.5,1.5,1.499,1.5,2.307,2.307,2.303,2.307,1.5,1.5,1.499,1.5,0.807,0.807,0.804,0.807,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,3,0,1,0,1,FALSE,1.943,1.649,1.683,1.761,1.613,1.237,1.235,1.238,1.523,1.309,1.309,1.31,2.388,2.046,2.046,2.046,1.522,1.309,1.309,1.31,0.865,0.737,0.738,0.736,0.994,0.986,0.993,0.994,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,3,0,1,0,1,FALSE,1.908,1.621,1.658,1.732,1.574,1.217,1.215,1.218,1.492,1.285,1.284,1.286,2.343,2.011,2.01,2.011,1.492,1.285,1.284,1.286,0.851,0.726,0.726,0.725,0.992,0.999,0.995,0.995,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,3,0,1,0,1,FALSE,1.837,1.531,1.636,1.736,1.54,1.199,1.199,1.208,1.491,1.275,1.275,1.276,2.461,2.091,2.093,2.092,1.492,1.275,1.275,1.276,0.97,0.815,0.817,0.816,0.916,0.682,0.954,0.953,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,3,0,1,0,1,FALSE,1.827,1.527,1.631,1.728,1.536,1.202,1.204,1.211,1.492,1.276,1.276,1.277,2.429,2.069,2.07,2.07,1.492,1.276,1.276,1.277,0.937,0.794,0.793,0.793,0.957,0.543,0.985,0.984,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,3,0,1,0,1,FALSE,1.722,1.447,1.625,1.73,1.538,1.212,1.214,1.227,1.501,1.291,1.291,1.292,2.413,2.096,2.098,2.099,1.504,1.291,1.291,1.292,0.903,0.805,0.808,0.807,0.98,1,0.915,0.891,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,3,0,1,0,1,FALSE,1.724,1.441,1.629,1.736,1.528,1.201,1.206,1.215,1.495,1.281,1.282,1.282,2.453,2.113,2.116,2.117,1.495,1.281,1.282,1.282,0.958,0.832,0.834,0.835,1,1,0.935,0.937,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,3,0,1,0,1,FALSE,2.204,1.802,1.853,1.938,1.299,0.31,0.31,0.31,1.55,1.313,1.311,1.316,2.573,2.173,2.175,2.18,1.55,1.313,1.311,1.316,1.023,0.86,0.864,0.863,0.992,0.893,0.991,0.989,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,3,0,1,0,1,FALSE,2.176,1.79,1.845,1.921,1.271,0.308,0.308,0.308,1.522,1.296,1.296,1.298,2.525,2.149,2.151,2.153,1.522,1.296,1.296,1.298,1.003,0.853,0.855,0.855,0.998,0.807,0.998,0.999,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,3,0,1,0,1,FALSE,2.099,1.66,1.822,1.929,1.412,0.314,19128065975113.2,0.314,1.531,1.319,1.323,1.324,2.543,2.188,2.195,2.198,1.531,1.319,1.323,1.324,1.011,0.869,0.872,0.874,0.997,0.783,0.996,0.996,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,3,0,1,0,1,FALSE,2.083,1.643,1.818,1.912,1.391,0.308,17280042762272.8,0.308,1.514,1.3,1.302,1.303,2.523,2.16,2.166,2.169,1.514,1.3,1.302,1.303,1.008,0.86,0.864,0.866,1,0.744,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,3,0,1,0,1,FALSE,1.965,1.458,1.802,1.914,1.456,0.314,73320483900702.5,0.314,1.511,1.313,1.317,1.318,2.521,2.184,2.197,2.2,1.511,1.313,1.317,1.318,1.011,0.872,0.881,0.882,1,0.868,0.992,0.992,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,3,0,1,0,1,FALSE,1.952,1.449,1.81,1.901,1.446,0.31,24295117422020.4,0.31,1.499,1.299,1.303,1.304,2.5,2.159,2.17,2.172,1.499,1.299,1.303,1.304,1.001,0.86,0.867,0.868,1,0.911,1,0.999,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,3,0,1,0,1,FALSE,1.681,1.681,1.62,2.038,1.499,1.499,1.496,1.499,1.499,1.499,1.497,1.499,2.353,2.353,2.351,2.353,1.499,1.499,1.497,1.499,0.854,0.854,0.855,0.854,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,3,0,1,0,1,FALSE,1.683,1.683,1.622,2.041,1.502,1.502,1.498,1.502,1.502,1.502,1.499,1.502,2.355,2.355,2.355,2.355,1.502,1.502,1.499,1.502,0.854,0.854,0.856,0.854,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,3,0,1,0,1,FALSE,1.598,1.598,1.538,2.039,1.501,1.501,1.502,1.501,1.501,1.501,1.502,1.501,2.428,2.428,2.43,2.428,1.501,1.501,1.502,1.501,0.927,0.927,0.928,0.927,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,3,0,1,0,1,FALSE,1.598,1.598,1.534,2.036,1.501,1.501,1.499,1.501,1.501,1.501,1.499,1.501,2.417,2.417,2.412,2.417,1.501,1.501,1.499,1.501,0.916,0.916,0.913,0.916,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,3,0,1,0,1,FALSE,1.555,1.555,1.512,2.048,1.504,1.504,1.503,1.504,1.504,1.504,1.503,1.504,2.474,2.474,2.476,2.474,1.504,1.504,1.503,1.504,0.971,0.971,0.973,0.971,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,3,0,1,0,1,FALSE,1.551,1.551,1.507,2.038,1.5,1.5,1.498,1.5,1.5,1.5,1.498,1.5,2.458,2.458,2.458,2.458,1.5,1.5,1.498,1.5,0.958,0.958,0.96,0.958,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,1,0,1,0,1,FALSE,1.851,1.601,1.652,1.769,1.469,1.175,1.172,1.159,1.503,1.338,1.338,1.341,3.103,2.688,2.69,2.692,1.503,1.338,1.338,1.341,1.6,1.35,1.352,1.351,0.994,0.999,0.996,0.995,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,1,0,1,0,1,FALSE,1.841,1.598,1.647,1.754,1.479,1.192,1.189,1.176,1.508,1.345,1.344,1.347,3.007,2.613,2.613,2.615,1.509,1.345,1.344,1.347,1.5,1.268,1.268,1.268,0.999,1,1,0.998,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,1,0,1,0,1,FALSE,1.756,1.491,1.611,1.755,1.485,1.179,1.179,1.167,1.508,1.336,1.339,1.338,3.61,3.121,3.122,3.123,1.507,1.336,1.339,1.338,2.102,1.785,1.783,1.785,0.999,1,0.997,0.998,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,1,0,1,0,1,FALSE,1.738,1.479,1.604,1.742,1.47,1.171,1.168,1.158,1.491,1.322,1.323,1.324,3.561,3.082,3.085,3.089,1.491,1.322,1.323,1.324,2.07,1.76,1.762,1.764,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,1,0,1,0,1,FALSE,1.655,1.392,1.583,1.736,1.47,1.168,1.167,1.159,1.489,1.323,1.324,1.325,3.991,3.449,3.463,3.466,1.489,1.323,1.324,1.325,2.503,2.126,2.139,2.141,0.636,0.592,0.971,0.97,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,1,0,1,0,1,FALSE,1.661,1.395,1.586,1.732,1.479,1.176,1.175,1.167,1.498,1.327,1.329,1.33,3.928,3.396,3.41,3.412,1.498,1.327,1.329,1.33,2.429,2.069,2.081,2.083,0.594,0.474,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,1,0,1,0,1,FALSE,2.151,1.136,1.074,1.785,1.419,0.488,0.49,0.488,1.52,1.126,1.128,1.13,4.08,3.011,3.022,3.029,1.519,1.126,1.128,1.13,2.559,1.885,1.894,1.899,1,0.991,0.995,0.994,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,1,0,1,0,1,FALSE,2.127,1.12,1.04,1.774,1.406,0.485,0.483,0.485,1.503,1.111,1.111,1.115,4.036,2.968,2.974,2.988,1.503,1.111,1.111,1.115,2.533,1.856,1.863,1.873,1,0.997,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,1,0,1,0,1,FALSE,1.896,0.902,0.784,1.783,1.484,0.493,0.494,0.494,1.516,1.2,1.204,1.206,4.268,3.357,3.379,3.392,1.515,1.2,1.204,1.206,2.753,2.157,2.175,2.186,1,0.965,0.999,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,1,0,1,0,1,FALSE,1.881,0.89,0.762,1.771,1.47,0.488,0.489,0.488,1.503,1.186,1.189,1.191,4.244,3.33,3.348,3.359,1.503,1.186,1.189,1.191,2.741,2.144,2.159,2.169,1,0.988,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,1,0,1,0,1,FALSE,1.707,0.777,0.695,1.773,1.462,0.493,119273179598872,0.492,1.504,1.241,1.248,1.25,4.376,3.588,3.626,3.635,1.504,1.241,1.248,1.25,2.872,2.347,2.377,2.385,0.997,0.741,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,1,0,1,0,1,FALSE,1.702,0.774,0.689,1.768,1.471,0.491,98259956327266.8,0.491,1.499,1.233,1.239,1.241,4.366,3.565,3.601,3.61,1.499,1.233,1.239,1.241,2.867,2.332,2.362,2.369,1,0.834,1,1,1,1,1,1,1,1,1,1,1,1,1
