"N_total","T_total","predictor.type","outcome.type","sdX.within","sdX.between","g.00","g.01","sd.u0","sd.u1","sd.e","true_cluster_means","l3a_g.01_bias","l4_g.01_bias","g.exchangeable3_g.01_bias","g.exchangeable4_g.01_bias","g.ar13_g.01_bias","g.ar14_g.01_bias","g.independence3_g.01_bias","g.independence4_g.01_bias","l1_success","l2_success","l3a_success","l4_success","g.independence1_success","g.exchangeable1_success","g.ar11_success","g.independence2_success","g.exchangeable2_success","g.ar12_success","g.independence3_success","g.ar13_success","g.independence4_success","g.exchangeable4_success","g.ar14_success"
200,20,"binary","binary",1,1,0,1,1,0,1,TRUE,-0.037,-0.034,-0.394,-0.173,-0.399,-0.177,-0.398,-0.177,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,1,0,1,1,0,1,TRUE,0.024,-0.024,-0.333,-0.164,-0.331,-0.162,-0.33,-0.164,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,1,0,1,1,0,1,TRUE,0.023,0.009,-0.322,-0.129,-0.32,-0.126,-0.315,-0.123,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,1,0,1,1,0,1,TRUE,0.012,0.017,-0.363,-0.145,-0.343,-0.131,-0.337,-0.128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,1,0,1,1,0,1,TRUE,-0.005,-0.004,-0.363,-0.154,-0.347,-0.141,-0.344,-0.139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,1,0,1,1,0,1,TRUE,0.027,0.027,0.027,0.027,0.023,0.017,0.026,0.024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,1,0,1,1,0,1,TRUE,-0.103,-0.104,-0.103,-0.104,-0.115,-0.111,-0.103,-0.102,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,1,0,1,1,0,1,TRUE,0.025,0.032,0.025,0.032,0.057,0.067,0.024,0.032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,1,0,1,1,0,1,TRUE,0,0.001,0,0.001,-0.011,-0.012,0,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","continuous",1,1,0,1,1,0,1,TRUE,-0.005,-0.008,-0.005,-0.008,-0.004,-0.007,-0.005,-0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","continuous",1,1,0,1,1,0,1,TRUE,0.007,0.005,0.007,0.005,0.009,0.007,0.007,0.012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","continuous",1,1,0,1,1,0,1,TRUE,0.005,0.003,0.005,0.003,0.005,0.002,0.005,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","continuous",1,1,0,1,1,0,1,TRUE,0.002,0.005,0.002,0.005,-0.002,0.001,0.002,0.008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,3,0,1,1,0,1,TRUE,0.043,0.054,-0.312,-0.095,-0.31,-0.101,-0.312,-0.085,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,3,0,1,1,0,1,TRUE,-0.04,-0.033,-0.394,-0.177,-0.39,-0.167,-0.394,-0.175,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,3,0,1,1,0,1,TRUE,-0.031,-0.021,-0.4,-0.176,-0.393,-0.172,-0.39,-0.171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,3,0,1,1,0,1,TRUE,-0.023,-0.033,-0.393,-0.186,-0.391,-0.183,-0.391,-0.185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,3,0,1,1,0,1,TRUE,0.108,0.076,-0.263,-0.076,-0.258,-0.076,-0.261,-0.079,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,3,0,1,1,0,1,TRUE,0.091,0.042,-0.258,-0.099,-0.258,-0.099,-0.256,-0.097,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,3,0,1,1,0,1,TRUE,0.03,0.008,-0.279,-0.114,-0.268,-0.107,-0.265,-0.105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,3,0,1,1,0,1,TRUE,0.031,0.006,-0.304,-0.128,-0.291,-0.119,-0.288,-0.118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,3,0,1,1,0,1,TRUE,0.015,-0.023,0.015,-0.023,0.012,-0.027,0.015,-0.039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,3,0,1,1,0,1,TRUE,0.037,0.056,0.037,0.056,0.041,0.065,0.037,0.056,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,3,0,1,1,0,1,TRUE,0.017,0.017,0.017,0.017,0.017,0.018,0.017,0.013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,3,0,1,1,0,1,TRUE,0.033,0.031,0.033,0.031,0.034,0.034,0.033,0.019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","continuous",1,3,0,1,1,0,1,TRUE,0.003,0.004,0.003,0.004,0.003,0.002,0.003,0.009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","continuous",1,3,0,1,1,0,1,TRUE,0.005,0.006,0.005,0.006,0.004,0.002,0.005,0.011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","continuous",1,3,0,1,1,0,1,TRUE,-0.003,-0.004,-0.003,-0.004,-0.006,-0.005,-0.003,-0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","continuous",1,3,0,1,1,0,1,TRUE,0.005,0.007,0.005,0.007,0.005,0.007,0.005,0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
